epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,805.99,1.0876,1.3341,1.42179,0.85982,0.84574,0.91003,0.60894,1.1167,1.04148,1.52363,0.000666258,0.000666258,0.000666258
2,1659.78,1.05236,1.00824,1.3972,0.88936,0.91165,0.94312,0.67877,0.93197,0.7714,1.32618,0.000673127,0.000673127,0.000673127
